Table: Joule-Thomson coefficient [G]
Temperature {K} 	Pressure {kPa} 	Joule-Thomson coefficient {K/kPa} 	Uncertainty {K/kPa} 
321	2000	0.00937	0.00021
321	2200	0.00938	0.00020
321	2400	0.00940	0.00019
321	2600	0.00941	0.00018
321	2800	0.00943	0.00018
321	3000	0.00944	0.00017
321	3200	0.00945	0.00017
321	3400	0.00946	0.00016
321	3600	0.00947	0.00016
321	3800	0.00948	0.00016
321	4000	0.00949	0.00016
321	4200	0.00949	0.00016
321	4400	0.00949	0.00016
321	4600	0.00949	0.00017
321	4800	0.00949	0.00017
321	5000	0.00948	0.00018
321	5200	0.00947	0.00018
321	5400	0.00946	0.00019
321	5600	0.00944	0.00020
321	5800	0.00941	0.00020
321	6000	0.00938	0.00021
321	6200	0.00934	0.00021
321	6400	0.00929	0.00021
321	6600	0.00924	0.00022
321	6800	0.00916	0.00021
321	7000	0.00908	0.00021
321	7200	0.00897	0.00020
321	7400	0.00884	0.00019
321	7600	0.00868	0.00017
321	7800	0.00847	0.00016
321	8000	0.00822	0.00014
321	8200	0.00788	0.00014
321	8400	0.00746	0.00015
321	8600	0.00691	0.00017
321	8800	0.00625	0.00017
321	9000	0.00555	0.00016
321	9200	0.00491	0.00015
321	9400	0.00435	0.00013
321	9600	0.00388	0.00012
321	9800	0.00350	0.00010
321	10000	0.003176	8.9e-5
322	200	0.00914	0.00030
322	400	0.00915	0.00029
322	600	0.00917	0.00028
322	800	0.00919	0.00027
322	1000	0.00921	0.00026
322	1200	0.00923	0.00025
322	1400	0.00925	0.00024
322	1600	0.00926	0.00023
322	1800	0.00928	0.00022
322	2000	0.00930	0.00021
322	2200	0.00931	0.00020
322	2400	0.00933	0.00019
322	2600	0.00934	0.00018
322	2800	0.00935	0.00018
322	3000	0.00937	0.00017
322	3200	0.00938	0.00017
322	3400	0.00939	0.00016
322	3600	0.00939	0.00016
322	3800	0.00940	0.00016
322	4000	0.00941	0.00016
322	4200	0.00941	0.00016
322	4400	0.00941	0.00016
322	4600	0.00941	0.00016
322	4800	0.00941	0.00017
322	5000	0.00940	0.00017
322	5200	0.00939	0.00018
322	5400	0.00938	0.00019
322	5600	0.00936	0.00019
322	5800	0.00933	0.00020
322	6000	0.00930	0.00020
322	6200	0.00927	0.00021
322	6400	0.00922	0.00021
322	6600	0.00916	0.00021
322	6800	0.00910	0.00021
322	7000	0.00902	0.00021
322	7200	0.00892	0.00020
322	7400	0.00880	0.00019
322	7600	0.00865	0.00018
322	7800	0.00847	0.00016
322	8000	0.00824	0.00014
322	8200	0.00796	0.00013
322	8400	0.00760	0.00014
322	8600	0.00715	0.00015
322	8800	0.00659	0.00016
322	9000	0.00597	0.00016
322	9200	0.00534	0.00015
322	9400	0.00476	0.00013
322	9600	0.00426	0.00012
322	9800	0.00383	0.00011
322	10000	0.003472	9.9e-5
323	200	0.00907	0.00030
323	400	0.00909	0.00029
323	600	0.00911	0.00028
323	800	0.00913	0.00027
323	1000	0.00914	0.00026
323	1200	0.00916	0.00025
323	1400	0.00918	0.00024
323	1600	0.00919	0.00023
323	1800	0.00921	0.00022
323	2000	0.00923	0.00021
323	2200	0.00924	0.00020
323	2400	0.00925	0.00019
323	2600	0.00927	0.00018
323	2800	0.00928	0.00018
323	3000	0.00929	0.00017
323	3200	0.00930	0.00016
323	3400	0.00931	0.00016
323	3600	0.00932	0.00016
323	3800	0.00932	0.00016
323	4000	0.00933	0.00016
323	4200	0.00933	0.00016
323	4400	0.00933	0.00016
323	4600	0.00933	0.00016
323	4800	0.00933	0.00017
323	5000	0.00932	0.00017
323	5200	0.00931	0.00018
323	5400	0.00930	0.00018
323	5600	0.00928	0.00019
323	5800	0.00925	0.00019
323	6000	0.00923	0.00020
323	6200	0.00919	0.00020
323	6400	0.00915	0.00021
323	6600	0.00909	0.00021
323	6800	0.00903	0.00021
323	7000	0.00895	0.00020
323	7200	0.00886	0.00020
323	7400	0.00875	0.00019
323	7600	0.00861	0.00018
323	7800	0.00845	0.00016
323	8000	0.00825	0.00015
323	8200	0.00800	0.00013
323	8400	0.00769	0.00013
323	8600	0.00731	0.00014
323	8800	0.00685	0.00015
323	9000	0.00630	0.00015
323	9200	0.00572	0.00014
323	9400	0.00515	0.00013
323	9600	0.00463	0.00012
323	9800	0.00417	0.00011
323	10000	0.00378	0.00011
324	200	0.00901	0.00030
324	400	0.00903	0.00029
324	600	0.00904	0.00028
324	800	0.00906	0.00027
324	1000	0.00908	0.00026
324	1200	0.00909	0.00025
324	1400	0.00911	0.00024
324	1600	0.00913	0.00023
324	1800	0.00914	0.00022
324	2000	0.00916	0.00021
324	2200	0.00917	0.00020
324	2400	0.00918	0.00019
324	2600	0.00919	0.00018
324	2800	0.00921	0.00017
324	3000	0.00922	0.00017
324	3200	0.00923	0.00016
324	3400	0.00924	0.00016
324	3600	0.00924	0.00016
324	3800	0.00925	0.00015
324	4000	0.00925	0.00015
324	4200	0.00926	0.00016
324	4400	0.00926	0.00016
324	4600	0.00925	0.00016
324	4800	0.00925	0.00016
324	5000	0.00924	0.00017
324	5200	0.00923	0.00017
324	5400	0.00922	0.00018
324	5600	0.00920	0.00019
324	5800	0.00918	0.00019
324	6000	0.00915	0.00020
324	6200	0.00911	0.00020
324	6400	0.00907	0.00020
324	6600	0.00902	0.00020
324	6800	0.00896	0.00020
324	7000	0.00889	0.00020
324	7200	0.00880	0.00020
324	7400	0.00870	0.00019
324	7600	0.00858	0.00018
324	7800	0.00843	0.00016
324	8000	0.00825	0.00015
324	8200	0.00803	0.00013
324	8400	0.00776	0.00013
324	8600	0.00743	0.00013
324	8800	0.00703	0.00014
324	9000	0.00656	0.00015
324	9200	0.00604	0.00014
324	9400	0.00550	0.00013
324	9600	0.00498	0.00012
324	9800	0.00451	0.00011
324	10000	0.00409	0.00011
325	200	0.00894	0.00030
325	400	0.00896	0.00029
325	600	0.00898	0.00028
325	800	0.00900	0.00027
325	1000	0.00901	0.00026
325	1200	0.00903	0.00025
325	1400	0.00904	0.00024
325	1600	0.00906	0.00023
325	1800	0.00907	0.00022
325	2000	0.00909	0.00021
325	2200	0.00910	0.00020
325	2400	0.00911	0.00019
325	2600	0.00912	0.00018
325	2800	0.00913	0.00017
325	3000	0.00914	0.00017
325	3200	0.00915	0.00016
325	3400	0.00916	0.00016
325	3600	0.00917	0.00016
325	3800	0.00917	0.00015
325	4000	0.00918	0.00015
325	4200	0.00918	0.00015
325	4400	0.00918	0.00016
325	4600	0.00918	0.00016
325	4800	0.00917	0.00016
325	5000	0.00917	0.00017
325	5200	0.00916	0.00017
325	5400	0.00914	0.00018
325	5600	0.00912	0.00018
325	5800	0.00910	0.00019
325	6000	0.00907	0.00019
325	6200	0.00904	0.00020
325	6400	0.00900	0.00020
325	6600	0.00895	0.00020
325	6800	0.00889	0.00020
325	7000	0.00883	0.00020
325	7200	0.00874	0.00019
325	7400	0.00865	0.00019
325	7600	0.00853	0.00018
325	7800	0.00840	0.00016
325	8000	0.00823	0.00015
325	8200	0.00804	0.00014
325	8400	0.00780	0.00012
325	8600	0.00751	0.00012
325	8800	0.00717	0.00013
325	9000	0.00676	0.00014
325	9200	0.00630	0.00014
325	9400	0.00580	0.00013
325	9600	0.00530	0.00012
325	9800	0.00483	0.00011
325	10000	0.00440	0.00011
326	200	0.00888	0.00030
326	400	0.00890	0.00029
326	600	0.00891	0.00028
326	800	0.00893	0.00027
326	1000	0.00895	0.00026
326	1200	0.00896	0.00024
326	1400	0.00898	0.00023
326	1600	0.00899	0.00022
326	1800	0.00900	0.00021
326	2000	0.00902	0.00021
326	2200	0.00903	0.00020
326	2400	0.00904	0.00019
326	2600	0.00905	0.00018
326	2800	0.00906	0.00017
326	3000	0.00907	0.00017
326	3200	0.00908	0.00016
326	3400	0.00909	0.00016
326	3600	0.00910	0.00015
326	3800	0.00910	0.00015
326	4000	0.00910	0.00015
326	4200	0.00910	0.00015
326	4400	0.00910	0.00015
326	4600	0.00910	0.00016
326	4800	0.00910	0.00016
326	5000	0.00909	0.00016
326	5200	0.00908	0.00017
326	5400	0.00907	0.00017
326	5600	0.00905	0.00018
326	5800	0.00903	0.00018
326	6000	0.00900	0.00019
326	6200	0.00897	0.00019
326	6400	0.00893	0.00019
326	6600	0.00888	0.00020
326	6800	0.00883	0.00020
326	7000	0.00876	0.00020
326	7200	0.00868	0.00019
326	7400	0.00859	0.00019
326	7600	0.00849	0.00018
326	7800	0.00836	0.00017
326	8000	0.00821	0.00015
326	8200	0.00803	0.00014
326	8400	0.00782	0.00013
326	8600	0.00757	0.00012
326	8800	0.00727	0.00012
326	9000	0.00692	0.00013
326	9200	0.00651	0.00014
326	9400	0.00606	0.00013
326	9600	0.00559	0.00012
326	9800	0.00513	0.00011
326	10000	0.00470	0.00010
327	200	0.00882	0.00030
327	400	0.00884	0.00029
327	600	0.00885	0.00028
327	800	0.00887	0.00026
327	1000	0.00888	0.00025
327	1200	0.00890	0.00024
327	1400	0.00891	0.00023
327	1600	0.00892	0.00022
327	1800	0.00894	0.00021
327	2000	0.00895	0.00020
327	2200	0.00896	0.00020
327	2400	0.00897	0.00019
327	2600	0.00898	0.00018
327	2800	0.00899	0.00017
327	3000	0.00900	0.00017
327	3200	0.00901	0.00016
327	3400	0.00902	0.00016
327	3600	0.00902	0.00015
327	3800	0.00903	0.00015
327	4000	0.00903	0.00015
327	4200	0.00903	0.00015
327	4400	0.00903	0.00015
327	4600	0.00903	0.00015
327	4800	0.00902	0.00016
327	5000	0.00901	0.00016
327	5200	0.00900	0.00017
327	5400	0.00899	0.00017
327	5600	0.00897	0.00018
327	5800	0.00895	0.00018
327	6000	0.00893	0.00018
327	6200	0.00889	0.00019
327	6400	0.00886	0.00019
327	6600	0.00881	0.00019
327	6800	0.00876	0.00019
327	7000	0.00870	0.00019
327	7200	0.00862	0.00019
327	7400	0.00854	0.00018
327	7600	0.00844	0.00018
327	7800	0.00832	0.00017
327	8000	0.00819	0.00015
327	8200	0.00802	0.00014
327	8400	0.00783	0.00013
327	8600	0.00761	0.00012
327	8800	0.00734	0.00012
327	9000	0.00703	0.00012
327	9200	0.00667	0.00013
327	9400	0.00627	0.00013
327	9600	0.00584	0.00013
327	9800	0.00540	0.00011
327	10000	0.00497	0.00010
328	200	0.00876	0.00030
328	400	0.00877	0.00029
328	600	0.00879	0.00027
328	800	0.00880	0.00026
328	1000	0.00882	0.00025
328	1200	0.00883	0.00024
328	1400	0.00885	0.00023
328	1600	0.00886	0.00022
328	1800	0.00887	0.00021
328	2000	0.00888	0.00020
328	2200	0.00889	0.00020
328	2400	0.00891	0.00019
328	2600	0.00892	0.00018
328	2800	0.00892	0.00017
328	3000	0.00893	0.00017
328	3200	0.00894	0.00016
328	3400	0.00895	0.00016
328	3600	0.00895	0.00015
328	3800	0.00896	0.00015
328	4000	0.00896	0.00015
328	4200	0.00896	0.00015
328	4400	0.00896	0.00015
328	4600	0.00895	0.00015
328	4800	0.00895	0.00015
328	5000	0.00894	0.00016
328	5200	0.00893	0.00016
328	5400	0.00892	0.00017
328	5600	0.00890	0.00017
328	5800	0.00888	0.00018
328	6000	0.00885	0.00018
328	6200	0.00882	0.00018
328	6400	0.00879	0.00019
328	6600	0.00874	0.00019
328	6800	0.00869	0.00019
328	7000	0.00863	0.00019
328	7200	0.00856	0.00019
328	7400	0.00848	0.00018
328	7600	0.00839	0.00018
328	7800	0.00828	0.00017
328	8000	0.00815	0.00015
328	8200	0.00800	0.00014
328	8400	0.00783	0.00013
328	8600	0.00763	0.00012
328	8800	0.00739	0.00011
328	9000	0.00711	0.00012
328	9200	0.00679	0.00012
328	9400	0.00644	0.00013
328	9600	0.00604	0.00013
328	9800	0.00563	0.00012
328	10000	0.00522	0.00011
329	200	0.00870	0.00029
329	400	0.00871	0.00028
329	600	0.00873	0.00027
329	800	0.00874	0.00026
329	1000	0.00876	0.00025
329	1200	0.00877	0.00024
329	1400	0.00878	0.00023
329	1600	0.00879	0.00022
329	1800	0.00881	0.00021
329	2000	0.00882	0.00020
329	2200	0.00883	0.00019
329	2400	0.00884	0.00019
329	2600	0.00885	0.00018
329	2800	0.00886	0.00017
329	3000	0.00886	0.00017
329	3200	0.00887	0.00016
329	3400	0.00888	0.00015
329	3600	0.00888	0.00015
329	3800	0.00888	0.00015
329	4000	0.00889	0.00015
329	4200	0.00889	0.00015
329	4400	0.00889	0.00015
329	4600	0.00888	0.00015
329	4800	0.00888	0.00015
329	5000	0.00887	0.00016
329	5200	0.00886	0.00016
329	5400	0.00884	0.00016
329	5600	0.00883	0.00017
329	5800	0.00881	0.00017
329	6000	0.00878	0.00018
329	6200	0.00875	0.00018
329	6400	0.00872	0.00018
329	6600	0.00867	0.00019
329	6800	0.00863	0.00019
329	7000	0.00857	0.00019
329	7200	0.00850	0.00018
329	7400	0.00843	0.00018
329	7600	0.00834	0.00017
329	7800	0.00824	0.00017
329	8000	0.00812	0.00016
329	8200	0.00798	0.00014
329	8400	0.00782	0.00013
329	8600	0.00764	0.00012
329	8800	0.00742	0.00011
329	9000	0.00717	0.00011
329	9200	0.00689	0.00012
329	9400	0.00657	0.00012
329	9600	0.00621	0.00013
329	9800	0.00584	0.00012
329	10000	0.00545	0.00011
330	200	0.00864	0.00029
330	400	0.00865	0.00028
330	600	0.00867	0.00027
330	800	0.00868	0.00026
330	1000	0.00869	0.00025
330	1200	0.00871	0.00024
330	1400	0.00872	0.00023
330	1600	0.00873	0.00022
330	1800	0.00874	0.00021
330	2000	0.00875	0.00020
330	2200	0.00876	0.00019
330	2400	0.00877	0.00019
330	2600	0.00878	0.00018
330	2800	0.00879	0.00017
330	3000	0.00880	0.00016
330	3200	0.00880	0.00016
330	3400	0.00881	0.00015
330	3600	0.00881	0.00015
330	3800	0.00881	0.00015
330	4000	0.00882	0.00015
330	4200	0.00882	0.00015
330	4400	0.00881	0.00015
330	4600	0.00881	0.00015
330	4800	0.00880	0.00015
330	5000	0.00880	0.00015
330	5200	0.00879	0.00016
330	5400	0.00877	0.00016
330	5600	0.00875	0.00017
330	5800	0.00873	0.00017
330	6000	0.00871	0.00017
330	6200	0.00868	0.00018
330	6400	0.00865	0.00018
330	6600	0.00861	0.00018
330	6800	0.00856	0.00018
330	7000	0.00851	0.00018
330	7200	0.00844	0.00018
330	7400	0.00837	0.00018
330	7600	0.00829	0.00017
330	7800	0.00819	0.00017
330	8000	0.00808	0.00016
330	8200	0.00795	0.00014
330	8400	0.00781	0.00013
330	8600	0.00764	0.00012
330	8800	0.00744	0.00011
330	9000	0.00722	0.00011
330	9200	0.00696	0.00011
330	9400	0.00667	0.00012
330	9600	0.00635	0.00012
330	9800	0.00601	0.00012
330	10000	0.00564	0.00012
331	200	0.00858	0.00029
331	400	0.00859	0.00028
331	600	0.00861	0.00027
331	800	0.00862	0.00026
331	1000	0.00863	0.00025
331	1200	0.00864	0.00024
331	1400	0.00866	0.00023
331	1600	0.00867	0.00022
331	1800	0.00868	0.00021
331	2000	0.00869	0.00020
331	2200	0.00870	0.00019
331	2400	0.00871	0.00019
331	2600	0.00871	0.00018
331	2800	0.00872	0.00017
331	3000	0.00873	0.00016
331	3200	0.00873	0.00016
331	3400	0.00874	0.00015
331	3600	0.00874	0.00015
331	3800	0.00875	0.00015
331	4000	0.00875	0.00015
331	4200	0.00875	0.00014
331	4400	0.00874	0.00015
331	4600	0.00874	0.00015
331	4800	0.00873	0.00015
331	5000	0.00873	0.00015
331	5200	0.00871	0.00016
331	5400	0.00870	0.00016
331	5600	0.00868	0.00016
331	5800	0.00866	0.00017
331	6000	0.00864	0.00017
331	6200	0.00861	0.00018
331	6400	0.00858	0.00018
331	6600	0.00854	0.00018
331	6800	0.00849	0.00018
331	7000	0.00844	0.00018
331	7200	0.00838	0.00018
331	7400	0.00831	0.00018
331	7600	0.00824	0.00017
331	7800	0.00814	0.00016
331	8000	0.00804	0.00016
331	8200	0.00792	0.00015
331	8400	0.00778	0.00013
331	8600	0.00763	0.00012
331	8800	0.00745	0.00011
331	9000	0.00724	0.00011
331	9200	0.00701	0.00011
331	9400	0.00675	0.00011
331	9600	0.00646	0.00012
331	9800	0.00615	0.00012
331	10000	0.00581	0.00012
332	200	0.00852	0.00029
332	400	0.00853	0.00028
332	600	0.00855	0.00027
332	800	0.00856	0.00026
332	1000	0.00857	0.00025
332	1200	0.00858	0.00024
332	1400	0.00859	0.00023
332	1600	0.00860	0.00022
332	1800	0.00861	0.00021
332	2000	0.00862	0.00020
332	2200	0.00863	0.00019
332	2400	0.00864	0.00018
332	2600	0.00865	0.00018
332	2800	0.00866	0.00017
332	3000	0.00866	0.00016
332	3200	0.00867	0.00016
332	3400	0.00867	0.00015
332	3600	0.00868	0.00015
332	3800	0.00868	0.00015
332	4000	0.00868	0.00014
332	4200	0.00868	0.00014
332	4400	0.00867	0.00014
332	4600	0.00867	0.00014
332	4800	0.00866	0.00015
332	5000	0.00866	0.00015
332	5200	0.00864	0.00015
332	5400	0.00863	0.00016
332	5600	0.00861	0.00016
332	5800	0.00859	0.00016
332	6000	0.00857	0.00017
332	6200	0.00854	0.00017
332	6400	0.00851	0.00017
332	6600	0.00847	0.00018
332	6800	0.00843	0.00018
332	7000	0.00838	0.00018
332	7200	0.00832	0.00018
332	7400	0.00826	0.00017
332	7600	0.00818	0.00017
332	7800	0.00810	0.00016
332	8000	0.00800	0.00016
332	8200	0.00789	0.00015
332	8400	0.00776	0.00014
332	8600	0.00761	0.00012
332	8800	0.00745	0.00011
332	9000	0.00726	0.00011
332	9200	0.00705	0.00011
332	9400	0.00681	0.00011
332	9600	0.00655	0.00011
332	9800	0.00626	0.00012
332	10000	0.00595	0.00012
333	200	0.00846	0.00029
333	400	0.00848	0.00028
333	600	0.00849	0.00027
333	800	0.00850	0.00026
333	1000	0.00851	0.00025
333	1200	0.00852	0.00024
333	1400	0.00853	0.00023
333	1600	0.00854	0.00022
333	1800	0.00855	0.00021
333	2000	0.00856	0.00020
333	2200	0.00857	0.00019
333	2400	0.00858	0.00018
333	2600	0.00859	0.00018
333	2800	0.00859	0.00017
333	3000	0.00860	0.00016
333	3200	0.00860	0.00016
333	3400	0.00861	0.00015
333	3600	0.00861	0.00015
333	3800	0.00861	0.00015
333	4000	0.00861	0.00014
333	4200	0.00861	0.00014
333	4400	0.00861	0.00014
333	4600	0.00860	0.00014
333	4800	0.00860	0.00015
333	5000	0.00859	0.00015
333	5200	0.00858	0.00015
333	5400	0.00856	0.00015
333	5600	0.00855	0.00016
333	5800	0.00853	0.00016
333	6000	0.00850	0.00017
333	6200	0.00848	0.00017
333	6400	0.00844	0.00017
333	6600	0.00841	0.00017
333	6800	0.00837	0.00018
333	7000	0.00832	0.00018
333	7200	0.00826	0.00017
333	7400	0.00820	0.00017
333	7600	0.00813	0.00017
333	7800	0.00805	0.00016
333	8000	0.00795	0.00016
333	8200	0.00785	0.00015
333	8400	0.00773	0.00014
333	8600	0.00759	0.00013
333	8800	0.00744	0.00012
333	9000	0.00727	0.00011
333	9200	0.00707	0.00010
333	9400	0.00686	0.00010
333	9600	0.00662	0.00011
333	9800	0.00635	0.00011
333	10000	0.00607	0.00012
334	200	0.00841	0.00029
334	400	0.00842	0.00028
334	600	0.00843	0.00027
334	800	0.00844	0.00026
334	1000	0.00845	0.00025
334	1200	0.00846	0.00024
334	1400	0.00847	0.00023
334	1600	0.00848	0.00022
334	1800	0.00849	0.00021
334	2000	0.00850	0.00020
334	2200	0.00851	0.00019
334	2400	0.00851	0.00018
334	2600	0.00852	0.00018
334	2800	0.00853	0.00017
334	3000	0.00853	0.00016
334	3200	0.00854	0.00016
334	3400	0.00854	0.00015
334	3600	0.00854	0.00015
334	3800	0.00854	0.00014
334	4000	0.00854	0.00014
334	4200	0.00854	0.00014
334	4400	0.00854	0.00014
334	4600	0.00853	0.00014
334	4800	0.00853	0.00014
334	5000	0.00852	0.00015
334	5200	0.00851	0.00015
334	5400	0.00849	0.00015
334	5600	0.00848	0.00016
334	5800	0.00846	0.00016
334	6000	0.00844	0.00016
334	6200	0.00841	0.00017
334	6400	0.00838	0.00017
334	6600	0.00834	0.00017
334	6800	0.00830	0.00017
334	7000	0.00826	0.00017
334	7200	0.00820	0.00017
334	7400	0.00814	0.00017
334	7600	0.00807	0.00017
334	7800	0.00800	0.00016
334	8000	0.00791	0.00016
334	8200	0.00781	0.00015
334	8400	0.00770	0.00014
334	8600	0.00757	0.00013
334	8800	0.00743	0.00012
334	9000	0.00727	0.00011
334	9200	0.00709	0.00010
334	9400	0.00689	0.00010
334	9600	0.00667	0.00010
334	9800	0.00643	0.00011
334	10000	0.00616	0.00011
335	200	0.00835	0.00029
335	400	0.00836	0.00028
335	600	0.00837	0.00027
335	800	0.00838	0.00026
335	1000	0.00839	0.00025
335	1200	0.00840	0.00024
335	1400	0.00841	0.00023
335	1600	0.00842	0.00022
335	1800	0.00843	0.00021
335	2000	0.00844	0.00020
335	2200	0.00845	0.00019
335	2400	0.00845	0.00018
335	2600	0.00846	0.00018
335	2800	0.00846	0.00017
335	3000	0.00847	0.00016
335	3200	0.00847	0.00016
335	3400	0.00848	0.00015
335	3600	0.00848	0.00015
335	3800	0.00848	0.00014
335	4000	0.00848	0.00014
335	4200	0.00848	0.00014
335	4400	0.00847	0.00014
335	4600	0.00847	0.00014
335	4800	0.00846	0.00014
335	5000	0.00845	0.00014
335	5200	0.00844	0.00015
335	5400	0.00843	0.00015
335	5600	0.00841	0.00015
335	5800	0.00839	0.00016
335	6000	0.00837	0.00016
335	6200	0.00834	0.00016
335	6400	0.00831	0.00017
335	6600	0.00828	0.00017
335	6800	0.00824	0.00017
335	7000	0.00819	0.00017
335	7200	0.00814	0.00017
335	7400	0.00809	0.00017
335	7600	0.00802	0.00017
335	7800	0.00795	0.00016
335	8000	0.00786	0.00015
335	8200	0.00777	0.00015
335	8400	0.00766	0.00014
335	8600	0.00754	0.00013
335	8800	0.00741	0.00012
335	9000	0.00726	0.00011
335	9200	0.00710	0.00010
335	9400	0.006912	9.9e-5
335	9600	0.00671	0.00010
335	9800	0.00648	0.00010
335	10000	0.00624	0.00011
336	200	0.00829	0.00029
336	400	0.00830	0.00028
336	600	0.00831	0.00027
336	800	0.00832	0.00026
336	1000	0.00833	0.00025
336	1200	0.00834	0.00024
336	1400	0.00835	0.00023
336	1600	0.00836	0.00022
336	1800	0.00837	0.00021
336	2000	0.00838	0.00020
336	2200	0.00838	0.00019
336	2400	0.00839	0.00018
336	2600	0.00840	0.00017
336	2800	0.00840	0.00017
336	3000	0.00841	0.00016
336	3200	0.00841	0.00016
336	3400	0.00841	0.00015
336	3600	0.00841	0.00015
336	3800	0.00841	0.00014
336	4000	0.00841	0.00014
336	4200	0.00841	0.00014
336	4400	0.00841	0.00014
336	4600	0.00840	0.00014
336	4800	0.00839	0.00014
336	5000	0.00838	0.00014
336	5200	0.00837	0.00014
336	5400	0.00836	0.00015
336	5600	0.00834	0.00015
336	5800	0.00833	0.00015
336	6000	0.00830	0.00016
336	6200	0.00828	0.00016
336	6400	0.00825	0.00016
336	6600	0.00821	0.00017
336	6800	0.00818	0.00017
336	7000	0.00813	0.00017
336	7200	0.00808	0.00017
336	7400	0.00803	0.00017
336	7600	0.00797	0.00016
336	7800	0.00789	0.00016
336	8000	0.00782	0.00015
336	8200	0.00773	0.00015
336	8400	0.00763	0.00014
336	8600	0.00752	0.00013
336	8800	0.00739	0.00012
336	9000	0.00725	0.00011
336	9200	0.00710	0.00010
336	9400	0.006925	9.8e-5
336	9600	0.006736	9.7e-5
336	9800	0.006530	0.000100
336	10000	0.00631	0.00010
337	200	0.00824	0.00029
337	400	0.00825	0.00028
337	600	0.00826	0.00027
337	800	0.00827	0.00026
337	1000	0.00828	0.00025
337	1200	0.00829	0.00024
337	1400	0.00829	0.00023
337	1600	0.00830	0.00022
337	1800	0.00831	0.00021
337	2000	0.00832	0.00020
337	2200	0.00832	0.00019
337	2400	0.00833	0.00018
337	2600	0.00834	0.00017
337	2800	0.00834	0.00017
337	3000	0.00834	0.00016
337	3200	0.00835	0.00015
337	3400	0.00835	0.00015
337	3600	0.00835	0.00014
337	3800	0.00835	0.00014
337	4000	0.00835	0.00014
337	4200	0.00835	0.00014
337	4400	0.00834	0.00014
337	4600	0.00834	0.00014
337	4800	0.00833	0.00014
337	5000	0.00832	0.00014
337	5200	0.00831	0.00014
337	5400	0.00829	0.00015
337	5600	0.00828	0.00015
337	5800	0.00826	0.00015
337	6000	0.00824	0.00016
337	6200	0.00821	0.00016
337	6400	0.00818	0.00016
337	6600	0.00815	0.00016
337	6800	0.00811	0.00016
337	7000	0.00807	0.00017
337	7200	0.00802	0.00017
337	7400	0.00797	0.00016
337	7600	0.00791	0.00016
337	7800	0.00784	0.00016
337	8000	0.00777	0.00015
337	8200	0.00768	0.00015
337	8400	0.00759	0.00014
337	8600	0.00748	0.00013
337	8800	0.00737	0.00012
337	9000	0.00724	0.00011
337	9200	0.00709	0.00010
337	9400	0.006931	9.8e-5
337	9600	0.006755	9.5e-5
337	9800	0.006564	9.7e-5
337	10000	0.00636	0.00010
338	200	0.00818	0.00029
338	400	0.00819	0.00028
338	600	0.00820	0.00027
338	800	0.00821	0.00026
338	1000	0.00822	0.00025
338	1200	0.00823	0.00024
338	1400	0.00824	0.00023
338	1600	0.00824	0.00022
338	1800	0.00825	0.00021
338	2000	0.00826	0.00020
338	2200	0.00826	0.00019
338	2400	0.00827	0.00018
338	2600	0.00827	0.00017
338	2800	0.00828	0.00017
338	3000	0.00828	0.00016
338	3200	0.00828	0.00015
338	3400	0.00829	0.00015
338	3600	0.00829	0.00014
338	3800	0.00829	0.00014
338	4000	0.00829	0.00014
338	4200	0.00828	0.00014
338	4400	0.00828	0.00014
338	4600	0.00827	0.00014
338	4800	0.00826	0.00014
338	5000	0.00826	0.00014
338	5200	0.00824	0.00014
338	5400	0.00823	0.00014
338	5600	0.00821	0.00015
338	5800	0.00820	0.00015
338	6000	0.00817	0.00015
338	6200	0.00815	0.00016
338	6400	0.00812	0.00016
338	6600	0.00809	0.00016
338	6800	0.00805	0.00016
338	7000	0.00801	0.00016
338	7200	0.00797	0.00016
338	7400	0.00791	0.00016
338	7600	0.00786	0.00016
338	7800	0.00779	0.00016
338	8000	0.00772	0.00015
338	8200	0.00764	0.00015
338	8400	0.00755	0.00014
338	8600	0.00745	0.00013
338	8800	0.00734	0.00012
338	9000	0.00722	0.00011
338	9200	0.00708	0.00010
338	9400	0.006931	9.8e-5
338	9600	0.006767	9.4e-5
338	9800	0.006588	9.4e-5
338	10000	0.006395	9.7e-5
339	200	0.00813	0.00029
339	400	0.00814	0.00028
339	600	0.00815	0.00027
339	800	0.00816	0.00026
339	1000	0.00816	0.00025
339	1200	0.00817	0.00024
339	1400	0.00818	0.00023
339	1600	0.00819	0.00022
339	1800	0.00819	0.00021
339	2000	0.00820	0.00020
339	2200	0.00821	0.00019
339	2400	0.00821	0.00018
339	2600	0.00821	0.00017
339	2800	0.00822	0.00017
339	3000	0.00822	0.00016
339	3200	0.00822	0.00015
339	3400	0.00822	0.00015
339	3600	0.00823	0.00014
339	3800	0.00822	0.00014
339	4000	0.00822	0.00014
339	4200	0.00822	0.00014
339	4400	0.00821	0.00013
339	4600	0.00821	0.00013
339	4800	0.00820	0.00014
339	5000	0.00819	0.00014
339	5200	0.00818	0.00014
339	5400	0.00817	0.00014
339	5600	0.00815	0.00014
339	5800	0.00813	0.00015
339	6000	0.00811	0.00015
339	6200	0.00809	0.00015
339	6400	0.00806	0.00016
339	6600	0.00803	0.00016
339	6800	0.00799	0.00016
339	7000	0.00795	0.00016
339	7200	0.00791	0.00016
339	7400	0.00786	0.00016
339	7600	0.00780	0.00016
339	7800	0.00774	0.00015
339	8000	0.00767	0.00015
