Table: Density [G]
Temperature {K} 	Pressure {kPa} 	Density {kg/m^3} 	Uncertainty {kg/m^3} 
324	8800	328.0	8.5
324	9000	356.7	8.8
324	9200	388.6	8.9
324	9400	421.9	9.0
324	9600	454.4	9.3
324	9800	484.3	9.3
324	10000	510.6	9.1
325	200	3.2845	0.0012
325	400	6.6244	0.0049
325	600	10.022	0.011
325	800	13.479	0.019
325	1000	16.999	0.030
325	1200	20.585	0.043
325	1400	24.238	0.058
325	1600	27.963	0.076
325	1800	31.762	0.095
325	2000	35.64	0.12
325	2200	39.60	0.14
325	2400	43.65	0.16
325	2600	47.78	0.19
325	2800	52.02	0.22
325	3000	56.35	0.25
325	3200	60.80	0.28
325	3400	65.35	0.32
325	3600	70.03	0.35
325	3800	74.84	0.39
325	4000	79.78	0.43
325	4200	84.87	0.47
325	4400	90.12	0.52
325	4600	95.54	0.57
325	4800	101.14	0.62
325	5000	106.94	0.68
325	5200	112.96	0.75
325	5400	119.21	0.83
325	5600	125.71	0.92
325	5800	132.5	1.0
325	6000	139.6	1.2
325	6200	147.0	1.3
325	6400	154.9	1.5
325	6600	163.1	1.7
325	6800	171.9	2.0
325	7000	181.2	2.2
325	7200	191.2	2.6
325	7400	201.9	3.0
325	7600	213.5	3.5
325	7800	226.2	4.1
325	8000	240.1	4.7
325	8200	255.5	5.5
325	8400	272.8	6.3
325	8600	292.3	7.1
325	8800	314.6	7.8
325	9000	339.9	8.3
325	9200	368.2	8.5
325	9400	398.7	8.5
325	9600	429.7	8.6
325	9800	459.6	8.9
325	10000	487.0	8.9
326	200	3.2742	0.0012
326	400	6.6030	0.0049
326	600	9.989	0.011
326	800	13.433	0.019
326	1000	16.940	0.030
326	1200	20.510	0.043
326	1400	24.148	0.058
326	1600	27.856	0.075
326	1800	31.637	0.094
326	2000	35.49	0.12
326	2200	39.43	0.14
326	2400	43.46	0.16
326	2600	47.57	0.19
326	2800	51.78	0.22
326	3000	56.08	0.25
326	3200	60.49	0.28
326	3400	65.01	0.31
326	3600	69.65	0.35
326	3800	74.42	0.39
326	4000	79.32	0.42
326	4200	84.36	0.47
326	4400	89.55	0.51
326	4600	94.91	0.56
326	4800	100.44	0.61
326	5000	106.17	0.67
326	5200	112.10	0.74
326	5400	118.26	0.81
326	5600	124.66	0.90
326	5800	131.3	1.0
326	6000	138.3	1.1
326	6200	145.6	1.3
326	6400	153.2	1.4
326	6600	161.3	1.6
326	6800	169.8	1.9
326	7000	178.8	2.1
326	7200	188.5	2.5
326	7400	198.7	2.8
326	7600	209.8	3.3
326	7800	221.8	3.8
326	8000	234.9	4.4
326	8200	249.3	5.1
326	8400	265.3	5.8
326	8600	283.1	6.6
326	8800	303.2	7.3
326	9000	325.8	7.8
326	9200	351.1	8.1
326	9400	378.7	8.1
326	9600	407.6	8.1
326	9800	436.5	8.3
326	10000	464.0	8.5
327	200	3.2639	0.0012
327	400	6.5817	0.0048
327	600	9.956	0.011
327	800	13.388	0.019
327	1000	16.880	0.030
327	1200	20.437	0.042
327	1400	24.059	0.057
327	1600	27.749	0.074
327	1800	31.513	0.093
327	2000	35.35	0.11
327	2200	39.27	0.14
327	2400	43.27	0.16
327	2600	47.36	0.19
327	2800	51.54	0.22
327	3000	55.81	0.24
327	3200	60.19	0.28
327	3400	64.68	0.31
327	3600	69.28	0.34
327	3800	74.01	0.38
327	4000	78.86	0.42
327	4200	83.86	0.46
327	4400	89.00	0.50
327	4600	94.29	0.55
327	4800	99.76	0.60
327	5000	105.42	0.66
327	5200	111.27	0.72
327	5400	117.33	0.80
327	5600	123.63	0.88
327	5800	130.19	0.98
327	6000	137.0	1.1
327	6200	144.2	1.2
327	6400	151.6	1.4
327	6600	159.5	1.6
327	6800	167.8	1.8
327	7000	176.6	2.0
327	7200	185.9	2.3
327	7400	195.8	2.7
327	7600	206.4	3.1
327	7800	217.9	3.6
327	8000	230.3	4.1
327	8200	243.8	4.7
327	8400	258.7	5.4
327	8600	275.1	6.1
327	8800	293.4	6.8
327	9000	313.8	7.4
327	9200	336.6	7.7
327	9400	361.5	7.8
327	9600	388.1	7.8
327	9800	415.4	7.8
327	10000	442.3	8.0
328	200	3.2537	0.0012
328	400	6.5606	0.0048
328	600	9.923	0.011
328	800	13.342	0.019
328	1000	16.822	0.029
328	1200	20.363	0.042
328	1400	23.970	0.057
328	1600	27.644	0.073
328	1800	31.389	0.092
328	2000	35.21	0.11
328	2200	39.11	0.14
328	2400	43.08	0.16
328	2600	47.15	0.19
328	2800	51.30	0.21
328	3000	55.55	0.24
328	3200	59.90	0.27
328	3400	64.35	0.31
328	3600	68.92	0.34
328	3800	73.60	0.38
328	4000	78.42	0.41
328	4200	83.36	0.45
328	4400	88.45	0.50
328	4600	93.69	0.54
328	4800	99.10	0.59
328	5000	104.68	0.65
328	5200	110.45	0.71
328	5400	116.43	0.78
328	5600	122.63	0.86
328	5800	129.08	0.95
328	6000	135.8	1.1
328	6200	142.8	1.2
328	6400	150.1	1.3
328	6600	157.8	1.5
328	6800	165.9	1.7
328	7000	174.4	1.9
328	7200	183.4	2.2
328	7400	193.0	2.5
328	7600	203.2	2.9
328	7800	214.1	3.4
328	8000	226.0	3.9
328	8200	238.7	4.4
328	8400	252.7	5.0
328	8600	268.0	5.7
328	8800	284.9	6.3
328	9000	303.5	6.9
328	9200	324.1	7.3
328	9400	346.7	7.5
328	9600	371.1	7.5
328	9800	396.6	7.5
328	10000	422.3	7.5
329	200	3.2436	0.0012
329	400	6.5396	0.0047
329	600	9.890	0.011
329	800	13.297	0.019
329	1000	16.763	0.029
329	1200	20.291	0.041
329	1400	23.882	0.056
329	1600	27.540	0.073
329	1800	31.267	0.091
329	2000	35.07	0.11
329	2200	38.94	0.13
329	2400	42.90	0.16
329	2600	46.94	0.18
329	2800	51.07	0.21
329	3000	55.29	0.24
329	3200	59.61	0.27
329	3400	64.03	0.30
329	3600	68.56	0.34
329	3800	73.21	0.37
329	4000	77.98	0.41
329	4200	82.88	0.45
329	4400	87.91	0.49
329	4600	93.10	0.53
329	4800	98.44	0.58
329	5000	103.96	0.64
329	5200	109.66	0.70
329	5400	115.55	0.76
329	5600	121.66	0.84
329	5800	128.00	0.93
329	6000	134.6	1.0
329	6200	141.5	1.1
329	6400	148.6	1.3
329	6600	156.1	1.4
329	6800	164.0	1.6
329	7000	172.3	1.9
329	7200	181.1	2.1
329	7400	190.3	2.4
329	7600	200.2	2.8
329	7800	210.7	3.2
329	8000	222.0	3.6
329	8200	234.1	4.1
329	8400	247.3	4.7
329	8600	261.6	5.3
329	8800	277.3	5.9
329	9000	294.4	6.5
329	9200	313.3	6.9
329	9400	333.9	7.2
329	9600	356.2	7.3
329	9800	379.8	7.2
329	10000	404.1	7.2
330	200	3.2335	0.0012
330	400	6.5187	0.0047
330	600	9.858	0.010
330	800	13.253	0.018
330	1000	16.705	0.029
330	1200	20.219	0.041
330	1400	23.795	0.055
330	1600	27.436	0.072
330	1800	31.147	0.090
330	2000	34.93	0.11
330	2200	38.78	0.13
330	2400	42.72	0.16
330	2600	46.74	0.18
330	2800	50.84	0.21
330	3000	55.03	0.24
330	3200	59.32	0.27
330	3400	63.71	0.30
330	3600	68.21	0.33
330	3800	72.82	0.37
330	4000	77.54	0.40
330	4200	82.40	0.44
330	4400	87.39	0.48
330	4600	92.52	0.53
330	4800	97.81	0.57
330	5000	103.26	0.63
330	5200	108.88	0.68
330	5400	114.70	0.75
330	5600	120.72	0.82
330	5800	126.96	0.90
330	6000	133.4	1.0
330	6200	140.2	1.1
330	6400	147.2	1.2
330	6600	154.6	1.4
330	6800	162.3	1.6
330	7000	170.3	1.8
330	7200	178.8	2.0
330	7400	187.8	2.3
330	7600	197.3	2.6
330	7800	207.4	3.0
330	8000	218.2	3.4
330	8200	229.8	3.9
330	8400	242.3	4.4
330	8600	255.8	4.9
330	8800	270.4	5.5
330	9000	286.4	6.1
330	9200	303.8	6.6
330	9400	322.8	6.9
330	9600	343.2	7.1
330	9800	365.0	7.1
330	10000	387.8	7.0
331	200	3.2235	0.0012
331	400	6.4980	0.0046
331	600	9.826	0.010
331	800	13.208	0.018
331	1000	16.648	0.028
331	1200	20.147	0.041
331	1400	23.708	0.055
331	1600	27.334	0.071
331	1800	31.027	0.089
331	2000	34.79	0.11
331	2200	38.63	0.13
331	2400	42.54	0.15
331	2600	46.53	0.18
331	2800	50.61	0.21
331	3000	54.78	0.23
331	3200	59.04	0.26
331	3400	63.40	0.30
331	3600	67.86	0.33
331	3800	72.43	0.36
331	4000	77.12	0.40
331	4200	81.93	0.44
331	4400	86.87	0.48
331	4600	91.95	0.52
331	4800	97.18	0.57
331	5000	102.57	0.62
331	5200	108.12	0.67
331	5400	113.86	0.73
331	5600	119.80	0.80
331	5800	125.94	0.88
331	6000	132.32	0.98
331	6200	138.9	1.1
331	6400	145.8	1.2
331	6600	153.0	1.3
331	6800	160.6	1.5
331	7000	168.4	1.7
331	7200	176.7	1.9
331	7400	185.4	2.2
331	7600	194.6	2.5
331	7800	204.4	2.8
331	8000	214.8	3.2
331	8200	225.8	3.6
331	8400	237.7	4.1
331	8600	250.5	4.6
331	8800	264.3	5.2
331	9000	279.2	5.7
331	9200	295.4	6.2
331	9400	312.9	6.6
331	9600	331.8	6.8
331	9800	352.0	6.9
331	10000	373.2	6.8
332	200	3.2135	0.0012
332	400	6.4774	0.0046
332	600	9.794	0.010
332	800	13.164	0.018
332	1000	16.591	0.028
332	1200	20.076	0.040
332	1400	23.623	0.054
332	1600	27.232	0.070
332	1800	30.908	0.088
332	2000	34.65	0.11
332	2200	38.47	0.13
332	2400	42.36	0.15
332	2600	46.33	0.18
332	2800	50.39	0.20
332	3000	54.53	0.23
332	3200	58.76	0.26
332	3400	63.09	0.29
332	3600	67.52	0.32
332	3800	72.05	0.36
332	4000	76.70	0.39
332	4200	81.47	0.43
332	4400	86.36	0.47
332	4600	91.39	0.51
332	4800	96.57	0.56
332	5000	101.89	0.61
332	5200	107.38	0.66
332	5400	113.04	0.72
332	5600	118.90	0.79
332	5800	124.95	0.86
332	6000	131.23	0.95
332	6200	137.7	1.1
332	6400	144.5	1.2
332	6600	151.6	1.3
332	6800	158.9	1.5
332	7000	166.6	1.6
332	7200	174.7	1.9
332	7400	183.1	2.1
332	7600	192.1	2.4
332	7800	201.5	2.7
332	8000	211.5	3.0
332	8200	222.1	3.4
332	8400	233.5	3.9
332	8600	245.6	4.4
332	8800	258.6	4.9
332	9000	272.7	5.4
332	9200	287.8	5.8
332	9400	304.1	6.3
332	9600	321.7	6.6
332	9800	340.4	6.7
332	10000	360.2	6.7
333	200	3.2036	0.0011
333	400	6.4570	0.0045
333	600	9.762	0.010
333	800	13.120	0.018
333	1000	16.534	0.028
333	1200	20.006	0.040
333	1400	23.538	0.054
333	1600	27.132	0.070
333	1800	30.791	0.087
333	2000	34.52	0.11
333	2200	38.32	0.13
333	2400	42.19	0.15
333	2600	46.14	0.18
333	2800	50.17	0.20
333	3000	54.28	0.23
333	3200	58.48	0.26
333	3400	62.78	0.29
333	3600	67.18	0.32
333	3800	71.68	0.35
333	4000	76.29	0.39
333	4200	81.01	0.43
333	4400	85.86	0.46
333	4600	90.84	0.51
333	4800	95.96	0.55
333	5000	101.23	0.60
333	5200	106.65	0.65
333	5400	112.25	0.71
333	5600	118.02	0.77
333	5800	123.99	0.84
333	6000	130.17	0.93
333	6200	136.6	1.0
333	6400	143.2	1.1
333	6600	150.1	1.3
333	6800	157.3	1.4
333	7000	164.9	1.6
333	7200	172.7	1.8
333	7400	181.0	2.0
333	7600	189.6	2.3
333	7800	198.8	2.6
333	8000	208.4	2.9
333	8200	218.6	3.3
333	8400	229.5	3.7
333	8600	241.1	4.1
333	8800	253.5	4.6
333	9000	266.7	5.0
333	9200	281.0	5.5
333	9400	296.3	5.9
333	9600	312.6	6.3
333	9800	330.1	6.5
333	10000	348.5	6.6
334	200	3.1938	0.0011
334	400	6.4367	0.0045
334	600	9.730	0.010
334	800	13.077	0.018
334	1000	16.478	0.028
334	1200	19.936	0.039
334	1400	23.453	0.053
334	1600	27.032	0.069
334	1800	30.674	0.087
334	2000	34.38	0.11
334	2200	38.16	0.13
334	2400	42.01	0.15
334	2600	45.94	0.17
334	2800	49.95	0.20
334	3000	54.04	0.23
334	3200	58.21	0.26
334	3400	62.48	0.29
334	3600	66.84	0.32
334	3800	71.31	0.35
334	4000	75.88	0.38
334	4200	80.57	0.42
334	4400	85.37	0.46
334	4600	90.31	0.50
334	4800	95.37	0.54
334	5000	100.58	0.59
334	5200	105.94	0.64
334	5400	111.47	0.69
334	5600	117.16	0.76
334	5800	123.05	0.83
334	6000	129.13	0.91
334	6200	135.43	1.00
334	6400	142.0	1.1
334	6600	148.8	1.2
334	6800	155.8	1.4
334	7000	163.2	1.5
334	7200	170.8	1.7
334	7400	178.9	1.9
334	7600	187.3	2.2
334	7800	196.2	2.4
334	8000	205.5	2.7
334	8200	215.4	3.1
334	8400	225.8	3.5
334	8600	236.9	3.9
334	8800	248.7	4.3
334	9000	261.3	4.8
334	9200	274.7	5.2
334	9400	289.1	5.6
334	9600	304.5	6.0
334	9800	320.8	6.2
334	10000	338.1	6.4
335	200	3.1840	0.0011
335	400	6.4165	0.0045
335	600	9.6992	0.0100
335	800	13.034	0.018
335	1000	16.423	0.027
335	1200	19.867	0.039
335	1400	23.370	0.053
335	1600	26.933	0.068
335	1800	30.559	0.086
335	2000	34.25	0.10
335	2200	38.01	0.13
335	2400	41.84	0.15
335	2600	45.75	0.17
335	2800	49.73	0.20
335	3000	53.79	0.22
335	3200	57.94	0.25
335	3400	62.18	0.28
335	3600	66.52	0.31
335	3800	70.95	0.35
335	4000	75.48	0.38
335	4200	80.13	0.42
335	4400	84.89	0.45
335	4600	89.78	0.49
335	4800	94.79	0.53
335	5000	99.95	0.58
335	5200	105.25	0.63
335	5400	110.70	0.68
335	5600	116.33	0.74
335	5800	122.13	0.81
335	6000	128.13	0.89
335	6200	134.33	0.97
335	6400	140.8	1.1
335	6600	147.4	1.2
335	6800	154.3	1.3
335	7000	161.5	1.5
335	7200	169.0	1.6
335	7400	176.9	1.8
335	7600	185.1	2.1
335	7800	193.7	2.3
335	8000	202.7	2.6
335	8200	212.3	2.9
335	8400	222.3	3.3
335	8600	233.0	3.7
335	8800	244.3	4.1
335	9000	256.3	4.5
335	9200	269.0	4.9
335	9400	282.6	5.3
335	9600	297.1	5.7
335	9800	312.4	6.0
335	10000	328.6	6.2
336	200	3.1743	0.0011
336	400	6.3965	0.0044
336	600	9.6681	0.0099
336	800	12.991	0.017
336	1000	16.367	0.027
336	1200	19.798	0.039
336	1400	23.287	0.052
336	1600	26.835	0.068
336	1800	30.445	0.085
336	2000	34.12	0.10
336	2200	37.86	0.12
336	2400	41.67	0.15
336	2600	45.55	0.17
336	2800	49.51	0.20
336	3000	53.55	0.22
336	3200	57.68	0.25
336	3400	61.89	0.28
336	3600	66.19	0.31
336	3800	70.59	0.34
336	4000	75.09	0.38
336	4200	79.70	0.41
336	4400	84.42	0.45
336	4600	89.26	0.49
336	4800	94.22	0.53
336	5000	99.32	0.57
336	5200	104.57	0.62
336	5400	109.96	0.67
336	5600	115.51	0.73
336	5800	121.24	0.79
336	6000	127.15	0.87
336	6200	133.25	0.95
336	6400	139.6	1.0
336	6600	146.1	1.2
336	6800	152.9	1.3
336	7000	160.0	1.4
336	7200	167.3	1.6
336	7400	175.0	1.8
336	7600	183.0	2.0
336	7800	191.3	2.2
336	8000	200.1	2.5
336	8200	209.3	2.8
336	8400	219.1	3.1
336	8600	229.3	3.5
336	8800	240.1	3.9
336	9000	251.6	4.3
336	9200	263.7	4.7
336	9400	276.6	5.1
336	9600	290.3	5.4
336	9800	304.8	5.7
336	10000	320.1	6.0
337	200	3.1647	0.0011
337	400	6.3765	0.0044
337	600	9.6373	0.0098
337	800	12.949	0.017
337	1000	16.312	0.027
337	1200	19.730	0.038
337	1400	23.205	0.052
337	1600	26.738	0.067
337	1800	30.331	0.084
337	2000	33.99	0.10
337	2200	37.71	0.12
337	2400	41.50	0.15
337	2600	45.36	0.17
337	2800	49.30	0.19
337	3000	53.32	0.22
337	3200	57.42	0.25
337	3400	61.60	0.28
337	3600	65.87	0.31
337	3800	70.24	0.34
337	4000	74.70	0.37
337	4200	79.27	0.41
337	4400	83.95	0.44
337	4600	88.75	0.48
337	4800	93.66	0.52
337	5000	98.71	0.56
337	5200	103.90	0.61
337	5400	109.23	0.66
337	5600	114.71	0.72
337	5800	120.36	0.78
337	6000	126.19	0.85
337	6200	132.21	0.93
337	6400	138.4	1.0
337	6600	144.9	1.1
337	6800	151.5	1.2
337	7000	158.5	1.4
337	7200	165.6	1.5
337	7400	173.1	1.7
337	7600	180.9	1.9
337	7800	189.1	2.1
337	8000	197.6	2.4
337	8200	206.6	2.7
337	8400	216.0	3.0
337	8600	225.8	3.3
337	8800	236.2	3.7
337	9000	247.2	4.0
337	9200	258.8	4.4
337	9400	271.1	4.8
337	9600	284.1	5.2
337	9800	297.8	5.5
337	10000	312.3	5.8
338	200	3.1551	0.0011
338	400	6.3568	0.0043
338	600	9.6067	0.0097
338	800	12.906	0.017
338	1000	16.258	0.027
338	1200	19.663	0.038
338	1400	23.123	0.051
338	1600	26.641	0.066
338	1800	30.219	0.083
338	2000	33.86	0.10
338	2200	37.56	0.12
338	2400	41.34	0.14
338	2600	45.18	0.17
338	2800	49.09	0.19
338	3000	53.08	0.22
338	3200	57.16	0.24
338	3400	61.31	0.27
338	3600	65.55	0.30
338	3800	69.89	0.33
338	4000	74.32	0.37
338	4200	78.85	0.40
338	4400	83.49	0.44
338	4600	88.25	0.47
338	4800	93.12	0.51
338	5000	98.11	0.56
338	5200	103.24	0.60
338	5400	108.51	0.65
338	5600	113.93	0.70
338	5800	119.51	0.76
338	6000	125.26	0.83
338	6200	131.19	0.91
338	6400	137.31	0.99
338	6600	143.6	1.1
338	6800	150.2	1.2
338	7000	157.0	1.3
338	7200	164.0	1.5
338	7400	171.4	1.6
338	7600	179.0	1.8
338	7800	186.9	2.0
338	8000	195.2	2.3
338	8200	203.9	2.5
338	8400	213.0	2.8
338	8600	222.6	3.2
338	8800	232.6	3.5
338	9000	243.2	3.8
338	9200	254.3	4.2
338	9400	266.0	4.6
338	9600	278.4	4.9
338	9800	291.4	5.3
338	10000	305.1	5.5
339	200	3.1455	0.0011
339	400	6.3371	0.0043
339	600	9.5762	0.0096
339	800	12.865	0.017
339	1000	16.204	0.026
339	1200	19.596	0.038
339	1400	23.042	0.051
339	1600	26.546	0.066
339	1800	30.108	0.082
339	2000	33.73	0.10
339	2200	37.42	0.12
339	2400	41.17	0.14
339	2600	44.99	0.17
339	2800	48.89	0.19
339	3000	52.85	0.22
339	3200	56.90	0.24
339	3400	61.03	0.27
339	3600	65.24	0.30
339	3800	69.55	0.33
339	4000	73.94	0.36
339	4200	78.44	0.40
339	4400	83.04	0.43
339	4600	87.75	0.47
339	4800	92.58	0.51
339	5000	97.52	0.55
339	5200	102.60	0.59
339	5400	107.81	0.64
339	5600	113.17	0.69
339	5800	118.68	0.75
339	6000	124.35	0.82
339	6200	130.20	0.89
339	6400	136.23	0.97
339	6600	142.5	1.1
339	6800	148.9	1.2
339	7000	155.6	1.3
339	7200	162.5	1.4
339	7400	169.6	1.6
339	7600	177.1	1.8
339	7800	184.9	2.0
339	8000	193.0	2.2
339	8200	201.4	2.4
339	8400	210.2	2.7
339	8600	219.5	3.0
339	8800	229.2	3.3
339	9000	239.3	3.7
339	9200	250.0	4.0
339	9400	261.3	4.4
339	9600	273.1	4.7
339	9800	285.5	5.0
339	10000	298.6	5.3
340	200	3.1361	0.0011
340	400	6.3176	0.0042
340	600	9.5460	0.0095
340	800	12.823	0.017
340	1000	16.150	0.026
340	1200	19.529	0.037
340	1400	22.962	0.050
340	1600	26.451	0.065
340	1800	29.997	0.081
340	2000	33.604	0.100
340	2200	37.27	0.12
340	2400	41.01	0.14
340	2600	44.81	0.16
340	2800	48.68	0.19
340	3000	52.63	0.21
340	3200	56.65	0.24
340	3400	60.75	0.27
340	3600	64.94	0.30
340	3800	69.21	0.33
340	4000	73.57	0.36
340	4200	78.03	0.39
340	4400	82.60	0.43
340	4600	87.27	0.46
340	4800	92.05	0.50
340	5000	96.95	0.54
340	5200	101.97	0.58
340	5400	107.13	0.63
340	5600	112.42	0.68
340	5800	117.86	0.74
340	6000	123.46	0.80
340	6200	129.23	0.87
340	6400	135.17	0.95
340	6600	141.3	1.0
340	6800	147.6	1.1
340	7000	154.2	1.3
340	7200	161.0	1.4
340	7400	168.0	1.5
340	7600	175.3	1.7
340	7800	182.9	1.9
340	8000	190.8	2.1
340	8200	199.0	2.3
340	8400	207.6	2.6
340	8600	216.5	2.9
340	8800	225.9	3.2
340	9000	235.7	3.5
340	9200	246.0	3.8
340	9400	256.8	4.2
340	9600	268.1	4.5
340	9800	280.0	4.8
340	10000	292.5	5.1
341	200	3.1267	0.0011
341	400	6.2982	0.0042
341	600	9.5160	0.0094
341	800	12.782	0.017
341	1000	16.097	0.026
341	1200	19.463	0.037
341	1400	22.882	0.050
341	1600	26.357	0.064
341	1800	29.888	0.081
341	2000	33.478	0.099
341	2200	37.13	0.12
341	2400	40.84	0.14
341	2600	44.63	0.16
341	2800	48.48	0.19
341	3000	52.40	0.21
341	3200	56.40	0.24
341	3400	60.47	0.26
341	3600	64.63	0.29
341	3800	68.87	0.32
341	4000	73.21	0.35
341	4200	77.63	0.39
341	4400	82.16	0.42
341	4600	86.79	0.46
341	4800	91.53	0.49
341	5000	96.38	0.53
341	5200	101.35	0.58
341	5400	106.45	0.62
341	5600	111.69	0.67
341	5800	117.06	0.73
341	6000	122.59	0.79
341	6200	128.28	0.85
341	6400	134.14	0.93
341	6600	140.2	1.0
341	6800	146.4	1.1
341	7000	152.9	1.2
341	7200	159.5	1.3
341	7400	166.4	1.5
341	7600	173.5	1.6
341	7800	181.0	1.8
341	8000	188.7	2.0
341	8200	196.7	2.2
341	8400	205.0	2.5
341	8600	213.7	2.7
341	8800	222.8	3.0
341	9000	232.3	3.3
341	9200	242.2	3.6
341	9400	252.6	4.0
341	9600	263.5	4.3
341	9800	274.9	4.6
341	10000	286.8	4.9
342	200	3.1173	0.0010
342	400	6.2789	0.0042
342	600	9.4862	0.0093
342	800	12.741	0.016
342	1000	16.044	0.025
342	1200	19.398	0.036
342	1400	22.803	0.049
342	1600	26.263	0.064
342	1800	29.779	0.080
342	2000	33.353	0.098
342	2200	36.99	0.12
342	2400	40.68	0.14
342	2600	44.45	0.16
342	2800	48.28	0.18
342	3000	52.18	0.21
342	3200	56.15	0.23
342	3400	60.20	0.26
342	3600	64.33	0.29
342	3800	68.55	0.32
342	4000	72.85	0.35
342	4200	77.24	0.38
342	4400	81.73	0.42
342	4600	86.32	0.45
342	4800	91.01	0.49
342	5000	95.82	0.53
342	5200	100.74	0.57
342	5400	105.79	0.61
342	5600	110.97	0.66
342	5800	116.28	0.71
342	6000	121.74	0.77
342	6200	127.36	0.84
342	6400	133.14	0.91
342	6600	139.09	0.99
342	6800	145.2	1.1
342	7000	151.6	1.2
342	7200	158.1	1.3
342	7400	164.9	1.4
342	7600	171.9	1.6
342	7800	179.1	1.8
342	8000	186.6	1.9
342	8200	194.5	2.2
342	8400	202.6	2.4
342	8600	211.1	2.6
342	8800	219.9	2.9
342	9000	229.1	3.2
342	9200	238.7	3.5
342	9400	248.7	3.8
342	9600	259.2	4.1
342	9800	270.1	4.4
342	10000	281.5	4.7
343	200	3.1080	0.0010
343	400	6.2597	0.0041
343	600	9.4565	0.0092
343	800	12.700	0.016
343	1000	15.991	0.025
343	1200	19.333	0.036
343	1400	22.725	0.049
343	1600	26.171	0.063
343	1800	29.672	0.079
343	2000	33.230	0.097
343	2200	36.85	0.12
343	2400	40.53	0.14
343	2600	44.27	0.16
343	2800	48.08	0.18
343	3000	51.96	0.21
343	3200	55.91	0.23
343	3400	59.93	0.26
343	3600	64.04	0.29
343	3800	68.22	0.32
343	4000	72.49	0.35
343	4200	76.85	0.38
343	4400	81.30	0.41
343	4600	85.86	0.45
343	4800	90.51	0.48
343	5000	95.27	0.52
343	5200	100.15	0.56
343	5400	105.14	0.60
343	5600	110.27	0.65
343	5800	115.52	0.70
343	6000	120.91	0.76
343	6200	126.46	0.82
343	6400	132.16	0.89
343	6600	138.02	0.97
343	6800	144.1	1.1
343	7000	150.3	1.2
343	7200	156.7	1.3
343	7400	163.4	1.4
343	7600	170.2	1.5
343	7800	177.3	1.7
343	8000	184.7	1.9
343	8200	192.3	2.1
343	8400	200.3	2.3
343	8600	208.5	2.5
343	8800	217.1	2.8
343	9000	226.0	3.0
343	9200	235.3	3.3
343	9400	245.0	3.6
343	9600	255.1	3.9
343	9800	265.6	4.2
343	10000	276.6	4.5
344	200	3.0988	0.0010
344	400	6.2407	0.0041
344	600	9.4271	0.0091
344	800	12.659	0.016
344	1000	15.939	0.025
344	1200	19.268	0.036
344	1400	22.647	0.048
344	1600	26.079	0.062
344	1800	29.565	0.078
344	2000	33.107	0.096
344	2200	36.71	0.11
344	2400	40.37	0.14
344	2600	44.09	0.16
344	2800	47.88	0.18
344	3000	51.74	0.20
344	3200	55.67	0.23
344	3400	59.67	0.26
344	3600	63.74	0.28
344	3800	67.90	0.31
344	4000	72.14	0.34
344	4200	76.47	0.37
344	4400	80.89	0.41
344	4600	85.40	0.44
344	4800	90.01	0.48
344	5000	94.73	0.51
344	5200	99.56	0.55
344	5400	104.51	0.60
344	5600	109.57	0.64
344	5800	114.77	0.69
344	6000	120.10	0.75
344	6200	125.57	0.81
344	6400	131.20	0.87
344	6600	136.98	0.95
344	6800	142.9	1.0
344	7000	149.1	1.1
344	7200	155.4	1.2
344	7400	161.9	1.4
344	7600	168.7	1.5
344	7800	175.6	1.6
344	8000	182.8	1.8
344	8200	190.3	2.0
344	8400	198.0	2.2
344	8600	206.1	2.4
344	8800	214.4	2.7
344	9000	223.1	2.9
344	9200	232.1	3.2
344	9400	241.5	3.5
344	9600	251.2	3.7
344	9800	261.4	4.0
344	10000	272.0	4.3
345	200	3.0896	0.0010
345	400	6.2218	0.0040
345	600	9.3979	0.0090
345	800	12.619	0.016
345	1000	15.887	0.025
345	1200	19.204	0.035
345	1400	22.570	0.048
345	1600	25.988	0.062
345	1800	29.460	0.078
345	2000	32.986	0.095
345	2200	36.57	0.11
345	2400	40.21	0.13
345	2600	43.92	0.16
345	2800	47.69	0.18
345	3000	51.52	0.20
345	3200	55.43	0.23
345	3400	59.40	0.25
345	3600	63.45	0.28
345	3800	67.58	0.31
345	4000	71.79	0.34
345	4200	76.09	0.37
345	4400	80.47	0.40
345	4600	84.95	0.44
345	4800	89.53	0.47
345	5000	94.20	0.51
345	5200	98.99	0.55
345	5400	103.88	0.59
345	5600	108.90	0.63
345	5800	114.04	0.68
345	6000	119.30	0.73
345	6200	124.71	0.79
345	6400	130.26	0.86
345	6600	135.97	0.93
345	6800	141.8	1.0
345	7000	147.9	1.1
345	7200	154.1	1.2
345	7400	160.5	1.3
345	7600	167.1	1.4
345	7800	174.0	1.6
345	8000	181.0	1.7
345	8200	188.3	1.9
345	8400	195.9	2.1
345	8600	203.7	2.3
345	8800	211.9	2.6
345	9000	220.3	2.8
345	9200	229.0	3.0
345	9400	238.1	3.3
345	9600	247.6	3.6
345	9800	257.4	3.9
345	10000	267.6	4.1
346	200	3.0805	0.0010
346	400	6.2030	0.0040
346	600	9.3688	0.0090
346	800	12.579	0.016
346	1000	15.836	0.025
346	1200	19.140	0.035
346	1400	22.494	0.047
346	1600	25.898	0.061
346	1800	29.355	0.077
346	2000	32.866	0.094
346	2200	36.43	0.11
346	2400	40.06	0.13
346	2600	43.75	0.15
